COMMAND   PID  USER   FD      TYPE             DEVICE  SIZE/OFF    NODE NAME
firefox 11500 rafal  cwd       DIR              259,5      4096  131074 /home/rafal
firefox 11500 rafal  mem       REG              259,5     16784 1310873 /var/snap/firefox/common/fontconfig/8e5e0abb-0da7-4470-8809-bf3edd9b8a05-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1864 1310872 /var/snap/firefox/common/fontconfig/ca246f47-77f7-4c66-8314-7f31c4a28c6b-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1904 1310871 /var/snap/firefox/common/fontconfig/06612285-db84-4674-9d9c-63a66092a152-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1968 1310870 /var/snap/firefox/common/fontconfig/b6a31d45-b5e9-4ad7-891e-bfb393e466e9-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1872 1310869 /var/snap/firefox/common/fontconfig/00d52615-620f-4ad3-a984-533be227dffe-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1784 1310868 /var/snap/firefox/common/fontconfig/48e31547-bdad-4ad4-aabc-e26b62239d53-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1800 1310867 /var/snap/firefox/common/fontconfig/37d60963-ec8a-47cd-aed2-1b2ddf5037d9-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1792 1310866 /var/snap/firefox/common/fontconfig/2e78cf67-0a8c-4d96-b145-9ef7416e5d5a-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1880 1310865 /var/snap/firefox/common/fontconfig/946a7252-f764-4fc2-89c7-449f2d4d20f8-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      2128 1310864 /var/snap/firefox/common/fontconfig/a0a0acdb-f0b7-458c-97a5-bd85382875ff-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1792 1310863 /var/snap/firefox/common/fontconfig/88efff98-2618-4a24-b8f9-5f5ebfbcc1f7-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1800 1310822 /var/snap/firefox/common/fontconfig/d4bd1ca3-3086-4fce-bb8f-a45fece3395e-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      2456 1310862 /var/snap/firefox/common/fontconfig/636e39dd-4582-4fa9-ae56-e06fa08675a2-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     20680 1310861 /var/snap/firefox/common/fontconfig/db3be020-33aa-4564-93fa-aaee5925c08e-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     24856 1310860 /var/snap/firefox/common/fontconfig/15b16c3e-11a6-4e71-8a78-5b39c35c694a-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      3008 1310859 /var/snap/firefox/common/fontconfig/99131556-68e3-4717-964f-c2753bca6ac0-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     22280 1310857 /var/snap/firefox/common/fontconfig/8b0ea116-2daf-4080-865c-6633df81efa0-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     77200 1310856 /var/snap/firefox/common/fontconfig/87b3ccd2-1b14-4132-8987-da7e6697b8a1-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     24064 1310855 /var/snap/firefox/common/fontconfig/d3124a7b-8bdc-4982-a9f2-494494ef2fbf-le64.cache-7
firefox 11500 rafal  DEL       REG                0,1              7289 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4163 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4166 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              6221 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2129 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              1085 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              7299 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5      3288 1310858 /var/snap/firefox/common/fontconfig/793569ca-0608-45af-951d-42de7352957e-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      3224 1310854 /var/snap/firefox/common/fontconfig/ff11d28e-472a-497b-91c6-e1ed5d5334cd-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1968 1310853 /var/snap/firefox/common/fontconfig/a7c9ed59-d288-43ac-8bc4-61574e237b25-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1824 1310852 /var/snap/firefox/common/fontconfig/f41a410d-a85e-4e27-ba8a-7e323e094203-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1872 1310851 /var/snap/firefox/common/fontconfig/6d77df11-3c7c-4b12-9b38-5ae72a02b938-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      9208 1310850 /var/snap/firefox/common/fontconfig/6fcca471-462c-4f1a-9a75-7f1942129ba6-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     10056 1310848 /var/snap/firefox/common/fontconfig/bbe69c57-e7b2-4724-a1f7-1027aedba838-le64.cache-7
firefox 11500 rafal  mem       REG               7,16             20254 /snap/firefox/5014/gnome-platform/usr/share/mime/mime.cache (stat: No such file or directory)
firefox 11500 rafal  mem       REG               7,12  43687293      47 /snap/firefox/5014/usr/lib/firefox/browser/omni.ja
firefox 11500 rafal  mem       REG               7,12  34500546     296 /snap/firefox/5014/usr/lib/firefox/omni.ja
firefox 11500 rafal  mem       REG              259,5      5360 1310849 /var/snap/firefox/common/fontconfig/178b106e-9a45-49bf-bc30-170d9e9b6f30-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      3368 1310847 /var/snap/firefox/common/fontconfig/ccd81822-fed9-40ca-a3a0-f4f4e6337b60-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     15560 1310846 /var/snap/firefox/common/fontconfig/7c3cfb37-32f0-4c0b-8dae-8725bbb6d53c-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      2400 1310844 /var/snap/firefox/common/fontconfig/fdcf79d3-836f-40c2-b9a3-491709571fee-le64.cache-7
firefox 11500 rafal  mem       REG               7,12    335976     292 /snap/firefox/5014/usr/lib/firefox/libsoftokn3.so
firefox 11500 rafal  mem       REG              259,5      1728 1310843 /var/snap/firefox/common/fontconfig/53a70c2d-102f-4f7f-8afc-1a8088d99149-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      2144 1310842 /var/snap/firefox/common/fontconfig/14b75086-4138-4fbb-951b-26c8392e9eb9-le64.cache-7
firefox 11500 rafal  mem       REG              259,5      1688 1310841 /var/snap/firefox/common/fontconfig/818ca402-99e7-471a-b19c-65a393d3ac0c-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     55112 1310836 /var/snap/firefox/common/fontconfig/d82e7bac-1b53-4371-9cc1-66f08c2a31a7-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     62800 1310835 /var/snap/firefox/common/fontconfig/99864424-7aea-4e8f-919a-d4b55442e89a-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     11504 1310834 /var/snap/firefox/common/fontconfig/705899d0-19cd-40d1-90b3-617d458c590d-le64.cache-7
firefox 11500 rafal  mem       REG              259,5     10336 1310826 /var/snap/firefox/common/fontconfig/9a4e3151-0dfb-4835-93a9-f1e1f2ea0704-le64.cache-7
firefox 11500 rafal  mem       REG               7,16              9654 /snap/firefox/5014/gnome-platform/usr/lib/x86_64-linux-gnu/gdk-pixbuf-2.0/2.10.0/loaders/libpixbufloader-svg.so (stat: No such file or directory)
firefox 11500 rafal  DEL       REG                0,1              4165 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              6220 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2128 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5224 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2101 /memfd:mozilla-ipc
